Age Group,Gender,Education,Monthly Income,City,Employment Status,Shopping Frequency,Avg Spend per Visit,Preferred Payment,Product Categories,Offer Sensitivity,Local vs Intl Brands,Preferred Shopping Time,Loyalty Program Member,Loyalty Usage Frequency,Satisfaction Score (1-10),Would Recommend,Preferred Rewards,Suggested Improvement,Willing to Try New Service,Willingness to Pay (custom services),Switch for Better Tech,Shopping Challenges,Importance Scores,Loyalty Features Desired
26–35,Female,Bachelor's,50k–100k,City D,Student,Bi-weekly,504.52,UPI,Dairy,Moderately,Never,Afternoon,Yes,Sometimes,2,Yes,"Cashback, Exclusive Discounts",Better variety,Maybe,36.36,No,"Product unavailability, Poor customer service","4,5,5,2,4",Cashback
36–45,Male,Bachelor's,10k–30k,City B,Student,Weekly,579.14,Mobile Wallet,"Frozen Foods, Snacks",Moderately,Sometimes,Morning,Yes,Rarely,6,Maybe,"Cashback, Free Products",Improved customer service,Maybe,123.85,No,"Poor customer service, Lack of variety, Price inconsistency","5,4,3,3,4",Personalized Offers
26–35,Male,Master's,30k–50k,City B,Employed,Monthly,711.98,Cash,"Fresh Produce, Dairy, Household Supplies",Slightly,Sometimes,Morning,Yes,Never,1,No,"Points, Exclusive Discounts",Faster billing,Yes,105.76,Yes,"Product unavailability, Lack of variety","3,3,3,1,3",More Points
26–35,Male,Bachelor's,>100k,City A,Retired,Weekly,624.63,Credit Card,Fresh Produce,Moderately,Sometimes,Evening,No,Sometimes,5,Yes,"Exclusive Discounts, Points",Faster billing,Maybe,76.67,Yes,"Product unavailability, Long queues","5,4,4,2,3",Instant Discounts
26–35,Male,Master's,10k–30k,City A,Employed,Monthly,511.18,Credit Card,Frozen Foods,Slightly,Sometimes,Night,Yes,Rarely,1,Yes,"Exclusive Discounts, Free Products",Improved customer service,Maybe,178.34,No,Poor customer service,"5,5,5,4,3",Cashback
18–25,Female,Master's,<10k,City B,Employed,Weekly,438.68,Credit Card,Dairy,Moderately,Sometimes,Morning,Yes,Rarely,3,No,"Exclusive Discounts, Cashback",Improved customer service,Yes,181.71,No,"Lack of variety, Long queues","3,4,3,5,3",More Points
18–25,Male,Bachelor's,30k–50k,City A,Student,Monthly,193.57,UPI,"Snacks, Household Supplies",Strongly,Sometimes,Evening,Yes,Sometimes,7,Yes,"Exclusive Discounts, Points",Better variety,Yes,184.14,Depends,"Long queues, Poor customer service","5,5,3,3,3",Cashback
18–25,Male,Doctorate,<10k,City C,Employed,Weekly,479.79,Mobile Wallet,Fresh Produce,Not at all,Always,Morning,Yes,Always,5,Yes,"Exclusive Discounts, Cashback",Faster billing,No,142.78,Depends,Price inconsistency,"3,3,5,5,4",Cashback
36–45,Non-binary,Bachelor's,30k–50k,City B,Self-employed,Monthly,460.88,Credit Card,"Beverages, Dairy",Slightly,Never,Night,Yes,Sometimes,10,Yes,"Cashback, Priority Checkout",Better variety,Yes,46.05,Yes,Poor customer service,"3,3,2,1,4",Cashback
26–35,Female,High school,50k–100k,City C,Self-employed,Weekly,546.84,Credit Card,"Household Supplies, Dairy",Strongly,Always,Afternoon,Yes,Always,1,Yes,"Cashback, Priority Checkout",Improved customer service,Yes,100.26,No,"Product unavailability, Lack of variety, Price inconsistency","4,5,5,2,4",Instant Discounts
26–35,Female,Master's,30k–50k,City A,Employed,Rarely,481.53,Credit Card,"Fresh Produce, Beverages",Moderately,Never,Night,No,Always,1,Maybe,"Priority Checkout, Points",More offers,Yes,180.35,Yes,"Product unavailability, Price inconsistency, Lack of variety","4,5,5,5,5",More Points
46–60,Prefer not to say,Master's,10k–30k,City B,Employed,Weekly,461.55,Mobile Wallet,"Household Supplies, Frozen Foods, Snacks",Not at all,Never,Afternoon,Yes,Rarely,8,No,"Priority Checkout, Free Products",Better variety,Maybe,179.56,No,Product unavailability,"3,4,5,1,5",Instant Discounts
18–25,Male,Bachelor's,30k–50k,City C,Student,Weekly,286.47,Credit Card,"Household Supplies, Dairy",Moderately,Sometimes,Night,Yes,Sometimes,9,Yes,"Exclusive Discounts, Priority Checkout",Faster billing,Yes,191.8,Yes,"Product unavailability, Price inconsistency, Long queues","3,3,3,1,3",Instant Discounts
26–35,Male,Doctorate,30k–50k,City D,Employed,Bi-weekly,387.2,Mobile Wallet,"Fresh Produce, Dairy",Slightly,Always,Morning,No,Always,7,Maybe,"Points, Free Products",More offers,Maybe,138.85,No,"Lack of variety, Long queues, Poor customer service","4,5,3,1,4",Personalized Offers
36–45,Female,Doctorate,<10k,City A,Student,Weekly,557.2,Credit Card,"Household Supplies, Dairy, Fresh Produce",Slightly,Sometimes,Afternoon,Yes,Rarely,3,Maybe,"Points, Cashback",Improved customer service,Yes,109.08,No,"Long queues, Lack of variety","4,3,5,4,4",Personalized Offers
18–25,Female,Bachelor's,30k–50k,City D,Homemaker,Weekly,705.91,UPI,"Household Supplies, Dairy",Strongly,Sometimes,Morning,Yes,Sometimes,6,Yes,"Cashback, Points",More offers,No,2.07,No,"Product unavailability, Poor customer service","5,4,2,1,4",Personalized Offers
18–25,Male,Other,30k–50k,City C,Unemployed,Rarely,488.3,UPI,"Beverages, Snacks, Household Supplies",Strongly,Never,Afternoon,No,Sometimes,3,Yes,"Points, Cashback",Faster billing,No,171.76,Depends,Poor customer service,"4,4,2,4,3",More Points
26–35,Female,High school,30k–50k,City C,Unemployed,Rarely,539.34,Credit Card,Dairy,Moderately,Sometimes,Night,No,Sometimes,10,Maybe,"Cashback, Free Products",Improved customer service,No,114.05,Yes,Poor customer service,"4,3,3,3,3",More Points
18–25,Male,Bachelor's,10k–30k,City C,Retired,Weekly,614.3,Mobile Wallet,"Fresh Produce, Household Supplies",Slightly,Sometimes,Evening,No,Sometimes,4,Yes,"Priority Checkout, Points",Better variety,Maybe,44.77,Yes,"Lack of variety, Price inconsistency","4,5,3,2,4",Instant Discounts
46–60,Male,High school,30k–50k,City A,Self-employed,Rarely,402.69,Others,"Dairy, Fresh Produce",Slightly,Never,Afternoon,Yes,Always,4,Yes,"Cashback, Points",Faster billing,Maybe,165.76,Yes,"Lack of variety, Price inconsistency","5,3,4,5,5",Instant Discounts
46–60,Female,Doctorate,<10k,City A,Homemaker,Bi-weekly,544.02,Credit Card,Household Supplies,Strongly,Never,Night,Yes,Rarely,3,No,"Cashback, Points",Improved customer service,Maybe,205.17,Depends,"Price inconsistency, Poor customer service, Lack of variety","4,4,3,3,5",More Points
36–45,Female,Master's,10k–30k,City C,Employed,Weekly,411.14,Mobile Wallet,Snacks,Not at all,Sometimes,Afternoon,Yes,Always,10,Maybe,"Points, Priority Checkout",More offers,Yes,172.04,Yes,"Long queues, Product unavailability","3,5,2,4,4",Instant Discounts
46–60,Female,High school,50k–100k,City B,Self-employed,Monthly,603.78,Cash,Frozen Foods,Moderately,Never,Night,Yes,Sometimes,6,No,"Points, Cashback",Improved customer service,Maybe,160.5,Yes,"Lack of variety, Price inconsistency, Poor customer service","5,4,4,1,5",Cashback
46–60,Male,Bachelor's,30k–50k,City D,Employed,Bi-weekly,518.17,Mobile Wallet,Fresh Produce,Slightly,Sometimes,Morning,No,Always,5,Yes,"Exclusive Discounts, Points",Better variety,Yes,176.0,Depends,"Poor customer service, Lack of variety","4,5,2,1,3",Cashback
18–25,Female,Master's,<10k,City B,Employed,Rarely,535.81,Cash,"Beverages, Fresh Produce",Moderately,Sometimes,Night,Yes,Never,9,Maybe,"Priority Checkout, Cashback",Faster billing,Yes,0.0,Depends,"Product unavailability, Price inconsistency","3,5,5,5,5",Instant Discounts
46–60,Male,High school,10k–30k,City A,Homemaker,Weekly,406.09,Others,Snacks,Slightly,Sometimes,Morning,Yes,Rarely,9,Maybe,"Priority Checkout, Cashback",More offers,Maybe,223.27,Depends,Lack of variety,"5,5,2,1,5",Cashback
26–35,Male,Doctorate,10k–30k,City C,Employed,Bi-weekly,584.84,UPI,"Dairy, Beverages",Moderately,Sometimes,Evening,No,Never,3,No,"Cashback, Exclusive Discounts",Faster billing,Maybe,72.5,Yes,"Long queues, Poor customer service","5,5,5,4,4",Cashback
46–60,Female,Master's,10k–30k,City B,Employed,Weekly,750.17,UPI,Beverages,Strongly,Sometimes,Afternoon,No,Sometimes,9,No,"Priority Checkout, Points",More offers,Yes,77.76,Depends,"Lack of variety, Price inconsistency, Product unavailability","4,3,5,2,5",More Points
46–60,Female,Bachelor's,10k–30k,City C,Unemployed,Weekly,379.05,UPI,"Snacks, Dairy",Moderately,Sometimes,Evening,No,Rarely,3,No,"Cashback, Exclusive Discounts",Better variety,Maybe,91.73,Yes,"Poor customer service, Lack of variety, Long queues","5,3,2,3,3",More Points
26–35,Female,Other,<10k,City C,Student,Daily,459.23,Mobile Wallet,"Dairy, Household Supplies, Beverages",Slightly,Sometimes,Evening,No,Rarely,4,No,"Free Products, Points",Faster billing,Maybe,98.59,No,"Product unavailability, Lack of variety, Long queues","3,4,2,3,4",More Points
18–25,Female,Bachelor's,30k–50k,City D,Employed,Rarely,527.79,Credit Card,"Snacks, Fresh Produce, Household Supplies",Strongly,Sometimes,Afternoon,Yes,Rarely,1,Yes,"Points, Priority Checkout",Faster billing,Yes,210.02,Yes,"Poor customer service, Lack of variety, Price inconsistency","3,4,3,2,3",More Points
18–25,Female,Other,30k–50k,City D,Unemployed,Monthly,594.37,UPI,"Snacks, Dairy",Slightly,Sometimes,Night,No,Always,5,Maybe,"Exclusive Discounts, Priority Checkout",Improved customer service,Yes,152.63,No,Price inconsistency,"3,5,4,1,4",Cashback
26–35,Female,Master's,30k–50k,City C,Self-employed,Monthly,432.85,Others,Fresh Produce,Moderately,Sometimes,Night,Yes,Always,9,Yes,"Cashback, Priority Checkout",More offers,Maybe,79.29,Yes,"Poor customer service, Lack of variety","3,3,4,3,4",Cashback
46–60,Male,Master's,30k–50k,City C,Employed,Bi-weekly,160.04,Mobile Wallet,Dairy,Moderately,Sometimes,Night,Yes,Always,2,Maybe,"Cashback, Priority Checkout",Better variety,Maybe,88.37,Yes,Long queues,"4,4,5,1,4",Cashback
46–60,Male,High school,<10k,City D,Employed,Weekly,663.1,UPI,"Dairy, Frozen Foods, Snacks",Slightly,Always,Night,No,Always,4,No,"Cashback, Points",More offers,Yes,269.66,No,"Price inconsistency, Lack of variety","3,3,3,4,4",More Points
18–25,Male,Doctorate,>100k,City B,Employed,Weekly,591.26,Mobile Wallet,Snacks,Moderately,Never,Night,No,Rarely,10,Yes,"Priority Checkout, Free Products",Better variety,No,141.18,Yes,"Long queues, Price inconsistency","3,5,3,1,5",More Points
26–35,Male,Bachelor's,50k–100k,City A,Retired,Weekly,290.85,Mobile Wallet,"Snacks, Frozen Foods, Household Supplies",Strongly,Never,Night,No,Sometimes,2,Yes,"Priority Checkout, Free Products",Better variety,No,94.09,Yes,"Price inconsistency, Long queues","3,5,4,4,5",Personalized Offers
26–35,Female,High school,50k–100k,City B,Self-employed,Weekly,427.09,Mobile Wallet,"Dairy, Snacks",Strongly,Sometimes,Night,No,Sometimes,8,Maybe,"Cashback, Points",Improved customer service,No,22.69,Yes,Lack of variety,"3,3,2,2,3",Instant Discounts
18–25,Female,High school,50k–100k,City A,Employed,Monthly,688.18,Credit Card,"Dairy, Snacks",Moderately,Sometimes,Afternoon,No,Sometimes,9,Yes,"Points, Free Products",More offers,No,19.46,Depends,Price inconsistency,"4,3,3,3,5",Instant Discounts
18–25,Male,Bachelor's,50k–100k,City C,Student,Bi-weekly,673.74,Cash,"Fresh Produce, Frozen Foods",Not at all,Never,Night,Yes,Always,3,Yes,"Free Products, Cashback",More offers,No,52.99,Yes,"Poor customer service, Long queues, Lack of variety","3,4,5,2,3",Instant Discounts
26–35,Male,Bachelor's,30k–50k,City C,Student,Weekly,612.64,Credit Card,"Household Supplies, Dairy, Frozen Foods",Moderately,Never,Night,No,Sometimes,9,Yes,"Free Products, Points",More offers,No,125.75,Depends,"Long queues, Product unavailability, Lack of variety","5,3,5,5,4",More Points
46–60,Female,Master's,10k–30k,City C,Unemployed,Daily,478.87,Mobile Wallet,Snacks,Moderately,Sometimes,Evening,No,Sometimes,6,Yes,"Free Products, Points",More offers,Maybe,186.56,No,"Price inconsistency, Long queues, Poor customer service","4,5,5,2,5",Personalized Offers
26–35,Male,Doctorate,30k–50k,City A,Employed,Weekly,509.96,Credit Card,Beverages,Moderately,Always,Afternoon,No,Rarely,6,Maybe,"Points, Priority Checkout",More offers,Maybe,156.96,No,Poor customer service,"5,5,5,1,3",Cashback
26–35,Female,High school,30k–50k,City C,Self-employed,Weekly,484.29,Credit Card,"Snacks, Beverages",Moderately,Sometimes,Morning,Yes,Sometimes,7,Yes,"Free Products, Cashback",Better variety,Maybe,190.44,Yes,"Price inconsistency, Long queues","4,4,5,3,5",Cashback
36–45,Female,Master's,30k–50k,City B,Student,Rarely,635.39,Others,Beverages,Moderately,Sometimes,Night,Yes,Rarely,5,Yes,"Cashback, Points",Better variety,Maybe,153.95,No,"Lack of variety, Price inconsistency, Product unavailability","3,3,4,3,4",More Points
26–35,Female,High school,30k–50k,City C,Self-employed,Bi-weekly,394.9,Credit Card,"Household Supplies, Beverages",Slightly,Always,Night,No,Sometimes,6,No,"Exclusive Discounts, Priority Checkout",Improved customer service,Maybe,46.45,Yes,"Long queues, Price inconsistency","5,5,5,1,3",Personalized Offers
60+,Female,Doctorate,<10k,City C,Unemployed,Monthly,403.3,Mobile Wallet,Snacks,Slightly,Sometimes,Afternoon,Yes,Rarely,1,Maybe,"Exclusive Discounts, Priority Checkout",Faster billing,Yes,145.49,Yes,"Poor customer service, Price inconsistency, Lack of variety","4,4,5,2,5",Personalized Offers
60+,Female,Master's,10k–30k,City B,Self-employed,Bi-weekly,621.23,Cash,Frozen Foods,Moderately,Sometimes,Morning,Yes,Sometimes,3,Yes,"Points, Cashback",Better variety,Maybe,148.06,No,Price inconsistency,"5,3,4,3,3",Personalized Offers
26–35,Male,Bachelor's,50k–100k,City A,Student,Weekly,494.68,Cash,Household Supplies,Moderately,Never,Afternoon,Yes,Sometimes,9,Yes,"Cashback, Free Products",Improved customer service,Yes,112.79,Depends,"Long queues, Poor customer service","4,5,2,4,3",More Points
26–35,Female,Master's,30k–50k,City A,Self-employed,Weekly,665.42,UPI,"Beverages, Dairy, Household Supplies",Strongly,Sometimes,Evening,Yes,Always,5,Maybe,"Points, Cashback",Better variety,Yes,101.64,Yes,"Long queues, Lack of variety, Price inconsistency","4,3,3,2,4",Personalized Offers
26–35,Female,Bachelor's,30k–50k,City D,Homemaker,Monthly,419.42,Mobile Wallet,Dairy,Moderately,Sometimes,Afternoon,No,Sometimes,5,Yes,"Exclusive Discounts, Cashback",Better variety,No,111.1,Yes,"Price inconsistency, Lack of variety, Product unavailability","4,4,2,4,5",Cashback
26–35,Male,Bachelor's,10k–30k,City D,Employed,Monthly,493.43,UPI,"Household Supplies, Snacks",Strongly,Never,Evening,Yes,Sometimes,8,Maybe,"Free Products, Exclusive Discounts",Improved customer service,No,27.21,Depends,"Long queues, Poor customer service, Lack of variety","4,4,4,3,4",Instant Discounts
18–25,Female,Master's,10k–30k,City C,Retired,Weekly,389.31,Cash,"Beverages, Household Supplies",Strongly,Sometimes,Night,No,Rarely,2,Maybe,"Points, Priority Checkout",Improved customer service,No,40.07,Depends,"Poor customer service, Lack of variety","5,4,5,5,5",Personalized Offers
36–45,Female,Bachelor's,50k–100k,City A,Self-employed,Bi-weekly,500.88,Mobile Wallet,"Dairy, Snacks",Strongly,Sometimes,Evening,Yes,Always,7,Yes,"Points, Priority Checkout",Faster billing,Maybe,272.51,Yes,"Poor customer service, Lack of variety, Price inconsistency","5,3,5,3,3",Personalized Offers
26–35,Female,Bachelor's,30k–50k,City B,Retired,Bi-weekly,322.57,Credit Card,"Beverages, Snacks",Not at all,Sometimes,Afternoon,Yes,Sometimes,9,No,"Free Products, Exclusive Discounts",Better variety,Yes,44.91,Yes,"Long queues, Poor customer service","4,5,5,4,5",More Points
18–25,Female,Bachelor's,50k–100k,City C,Self-employed,Bi-weekly,441.48,Credit Card,"Household Supplies, Beverages",Strongly,Sometimes,Night,Yes,Rarely,7,Yes,"Points, Priority Checkout",Faster billing,Maybe,14.0,Yes,"Long queues, Product unavailability, Price inconsistency","3,4,3,1,5",Instant Discounts
26–35,Female,Master's,30k–50k,City D,Student,Rarely,327.65,Cash,Snacks,Slightly,Never,Evening,No,Sometimes,5,Yes,"Priority Checkout, Cashback",Better variety,Yes,76.78,Depends,"Price inconsistency, Poor customer service","5,3,2,5,5",More Points
46–60,Female,Bachelor's,30k–50k,City A,Employed,Bi-weekly,583.27,Cash,"Household Supplies, Dairy",Not at all,Always,Morning,Yes,Sometimes,6,No,"Exclusive Discounts, Cashback",Improved customer service,Maybe,147.55,Yes,"Lack of variety, Poor customer service","3,4,5,4,3",Cashback
18–25,Female,High school,10k–30k,City A,Employed,Bi-weekly,585.99,Credit Card,"Snacks, Beverages, Frozen Foods",Moderately,Always,Afternoon,No,Rarely,4,Yes,"Priority Checkout, Cashback",Faster billing,Yes,153.67,Depends,Price inconsistency,"4,4,2,4,4",Instant Discounts
18–25,Female,Master's,30k–50k,City C,Unemployed,Weekly,292.37,Cash,Fresh Produce,Slightly,Never,Evening,No,Sometimes,7,Maybe,"Free Products, Exclusive Discounts",Improved customer service,No,58.56,Depends,Poor customer service,"5,3,4,3,3",Cashback
26–35,Female,Master's,30k–50k,City B,Homemaker,Weekly,660.07,Others,"Dairy, Household Supplies",Slightly,Sometimes,Night,No,Rarely,1,Maybe,"Priority Checkout, Cashback",Better variety,Yes,125.79,Depends,Product unavailability,"3,5,3,5,3",Cashback
60+,Female,High school,30k–50k,City B,Self-employed,Weekly,799.69,Credit Card,"Dairy, Beverages, Fresh Produce",Slightly,Sometimes,Night,No,Rarely,4,Yes,"Priority Checkout, Cashback",Faster billing,No,87.32,Depends,"Price inconsistency, Poor customer service, Lack of variety","3,4,2,4,5",Instant Discounts
18–25,Female,Bachelor's,30k–50k,City A,Employed,Daily,505.52,Cash,"Snacks, Beverages, Fresh Produce",Slightly,Sometimes,Afternoon,Yes,Rarely,3,No,"Cashback, Free Products",Improved customer service,Yes,131.42,Yes,"Price inconsistency, Lack of variety, Long queues","4,5,2,2,3",Instant Discounts
36–45,Male,High school,50k–100k,City C,Employed,Monthly,423.07,Credit Card,Beverages,Moderately,Always,Morning,Yes,Rarely,4,Yes,"Cashback, Points",Faster billing,Yes,102.4,Yes,"Poor customer service, Product unavailability, Long queues","4,3,3,4,4",Cashback
36–45,Female,Bachelor's,<10k,City D,Homemaker,Monthly,838.92,Mobile Wallet,Snacks,Slightly,Never,Morning,Yes,Always,1,Yes,"Points, Cashback",More offers,Yes,78.36,No,Price inconsistency,"4,5,2,1,4",Cashback
18–25,Female,Bachelor's,50k–100k,City D,Employed,Weekly,341.72,Cash,Household Supplies,Moderately,Sometimes,Evening,Yes,Sometimes,2,No,"Points, Priority Checkout",Improved customer service,No,81.05,Yes,"Price inconsistency, Long queues, Product unavailability","5,4,2,5,4",Personalized Offers
36–45,Male,Master's,10k–30k,City C,Employed,Monthly,502.41,UPI,"Frozen Foods, Beverages, Dairy",Strongly,Sometimes,Night,No,Never,9,Yes,"Exclusive Discounts, Priority Checkout",Faster billing,Maybe,0.0,Yes,"Poor customer service, Product unavailability","4,4,2,4,3",Cashback
26–35,Female,Master's,30k–50k,City C,Self-employed,Weekly,521.55,Others,Household Supplies,Moderately,Always,Afternoon,No,Always,7,Maybe,"Priority Checkout, Free Products",Better variety,Yes,106.71,Yes,"Price inconsistency, Product unavailability, Lack of variety","4,5,2,2,3",Instant Discounts
36–45,Male,Master's,<10k,City A,Student,Weekly,661.42,Credit Card,"Frozen Foods, Beverages",Moderately,Sometimes,Afternoon,Yes,Sometimes,6,Maybe,"Points, Priority Checkout",Improved customer service,No,115.41,Depends,"Product unavailability, Lack of variety, Long queues","3,5,3,2,4",Personalized Offers
36–45,Male,Bachelor's,10k–30k,City C,Employed,Weekly,543.17,Mobile Wallet,"Dairy, Snacks, Beverages",Strongly,Sometimes,Night,Yes,Rarely,2,Yes,"Priority Checkout, Points",Improved customer service,Maybe,35.49,Depends,"Product unavailability, Poor customer service","3,3,2,1,5",Instant Discounts
